#SampleID	BioSample	Experiment	Library_Name	MBases	MBytes	Run	SRA_Sample	Sample_Name	anonymized_name	batch_areal_prod	batch_avg_vol_prod	batch_daughter_culture_id	batch_end_date	batch_g_l_finish	batch_g_l_start	batch_id	batch_media_n_source	batch_media_salt_g_l	batch_parent_culture_id	batch_start_date	batch_total_fames_dry	collection_date	collection_timestamp	day	day_of_year	description_duplicate	elite_cells_counted	elite_cells_per_ml	g_dna_plate	g_dna_well	growth_cycle_day	host_subject_id	month	no3_per_l_start_mm	nonchlorophyll_cell_count	od_750_g_ld_panel_growth_rate	od_750_panel_growth_rate	overall_day	panel	par_mol_m2_day	percent_elite	percent_nonchlorophyll	percent_weed	po4_start_mm	sample_drymass	sample_od_750	sample_type	sampling_point_in_growth_cycle	season	system	system_vol_liters	tot_nonchlorophyll_events_ml	total_cells_per_ml	total_growth_cycle_days	total_weed_cells_per_ml	weed_cells_counted	year	Assay_Type	AvgSpotLen	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	ENA_FIRST_PUBLIC	ENA_LAST_UPDATE	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	Organism	Platform	ReleaseDate	SRA_Study	altitude	assigned_from_geo	common_name	depth	dna_extracted	elevation	env_biome	env_feature	env_matter	extracted_dna_avail_now	geographic_location_country_and_or_sea	host_common_name	host_taxid	latitude	longitude	physical_samp_avail_now	physical_specimen_location	physical_specimen_remaining	public	required_sample_info_status	title
ERR874251	SAMEA3376109	ERX953854	1902.299	3	1	ERR874251	ERS717871	qiime_ppdid_189:1902.299	299	3.99	0.06	957	10/4/11	2.68	1.17	944	NaNO3	20	936	9/14/11	42.4	9/16/11	9/16/11 0:00	16	259	Bioreactor sample taken from panel Table Flask from Flask	1.77E+04	1.43E+08	4	F4	2	299	9	3	2150	0.09	0.25	68	B7	29	89.1	10.8	0.06	1.104	1.23	3.52	bioreactor content	0.1	summer	AGS	200	1.74E+07	1.61E+08	20	9.69E+04	12	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874252	SAMEA3376110	ERX953855	1902.3	3	1	ERR874252	ERS717872	qiime_ppdid_189:1902.30	30	6.71	0.11	928	8/15/11	2.8	1.14	921	NaNO3	20	900	8/1/11	37.6	8/12/11	8/12/11 0:00	12	224	Bioreactor sample taken from panel B10 in system AGS	2.37E+04	3.46E+08	3	B1	11	30	8	3	1213	0.12	0.34	18	A1	53	95	4.85	0.5	1.104	2.71	7.8	bioreactor content	0.8	summer	AGS	200	1.77E+07	3.65E+08	14	1.90E+06	130	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874253	SAMEA3376111	ERX953856	1902.3	4	2	ERR874253	ERS717873	qiime_ppdid_189:1902.300	300	-	-	-	-	-	-	Slant Colonies	-	-	-	-	-	5/3/11	5/3/11 0:00	3	123	Bioreactor sample taken from panel Table Flask from Flask	-	-	4	A6	-	300	5	-	-	-	-	-1	-	-	-	-	-	-	-	-	bioreactor content	-	spring	Petri Dish	-	-	-	-	-	-	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874254	SAMEA3376112	ERX953857	1902.31	3	1	ERR874254	ERS717874	qiime_ppdid_189:1902.31	31	6.71	0.11	928	8/15/11	2.8	1.14	921	NaNO3	20	900	8/1/11	37.6	8/12/11	8/12/11 0:00	12	224	Bioreactor sample taken from panel A1 in system AGS	2.38E+04	3.42E+08	3	B2	11	31	8	3	1123	0.1	0.27	18	A2	53	95	4.49	0.1	1.104	2.63	7.5	bioreactor content	0.8	summer	AGS	200	1.61E+07	3.58E+08	14	3.58E+05	25	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874255	SAMEA3376113	ERX953858	1902.32	2	0	ERR874255	ERS717875	qiime_ppdid_189:1902.32	32	6.71	0.11	928	8/15/11	2.8	1.14	921	NaNO3	20	900	8/1/11	37.6	8/12/11	8/12/11 0:00	12	224	Bioreactor sample taken from panel A2 in system AGS	2.40E+04	3.20E+08	3	B3	11	32	8	3	996	0.07	0.19	18	A5	53	96	3.98	0	1.104	2.33	6.7	bioreactor content	0.8	summer	AGS	200	1.33E+07	3.33E+08	14	4.00E+04	3	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874256	SAMEA3376114	ERX953859	1902.33	4	1	ERR874256	ERS717876	qiime_ppdid_189:1902.33	33	6.71	0.11	928	8/15/11	2.8	1.14	921	NaNO3	20	900	8/1/11	37.6	8/12/11	8/12/11 0:00	12	224	Bioreactor sample taken from panel A5 in system AGS	2.40E+04	3.17E+08	3	B4	11	33	8	3	980	0.06	0.18	18	A7	53	96	3.92	0	1.104	2.22	6.4	bioreactor content	0.8	summer	AGS	200	1.30E+07	3.31E+08	14	1.32E+04	1	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874257	SAMEA3376115	ERX953860	1902.34	3	1	ERR874257	ERS717877	qiime_ppdid_189:1902.34	34	6.71	0.11	928	8/15/11	2.8	1.14	921	NaNO3	20	900	8/1/11	37.6	8/12/11	8/12/11 0:00	12	224	Bioreactor sample taken from panel A7 in system AGS	2.36E+04	3.75E+08	3	B5	11	34	8	3	1243	0.12	0.34	18	A8	53	94	4.97	0.7	1.104	3.1	8.9	bioreactor content	0.8	summer	AGS	200	1.98E+07	3.97E+08	14	2.78E+06	175	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874258	SAMEA3376116	ERX953861	1902.35	3	1	ERR874258	ERS717878	qiime_ppdid_189:1902.35	35	7.12	0.11	936	8/26/11	2.85	0.96	927	NaNO3	20	916	8/11/11	38.6	8/12/11	8/12/11 0:00	12	224	Bioreactor sample taken from panel A8 in system AGS	2.39E+04	1.45E+08	3	B6	1	35	8	3	990	0.11	0.31	29	B2	35	96	3.96	0.3	1.104	1.1	3.1	bioreactor content	0.1	summer	AGS	200	6.00E+06	1.52E+08	15	4.18E+05	69	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874259	SAMEA3376117	ERX953862	1902.36	4	2	ERR874259	ERS717879	qiime_ppdid_189:1902.36	36	7.12	0.11	936	8/26/11	2.85	0.96	927	NaNO3	20	916	8/11/11	38.6	8/12/11	8/12/11 0:00	12	224	Bioreactor sample taken from panel B2 in system AGS	2.37E+04	1.62E+08	3	B7	1	36	8	3	1235	0.08	0.24	29	B5	35	95	4.94	0.2	1.104	1.2	3.4	bioreactor content	0.1	summer	AGS	200	8.42E+06	1.71E+08	15	4.02E+05	59	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874260	SAMEA3376118	ERX953863	1902.37	3	1	ERR874260	ERS717880	qiime_ppdid_189:1902.37	37	7.12	0.11	936	8/26/11	2.85	0.96	927	NaNO3	20	916	8/11/11	38.6	8/12/11	8/12/11 0:00	12	224	Bioreactor sample taken from panel B5 in system AGS	2.39E+04	1.42E+08	3	B8	1	37	8	3	1055	0.11	0.32	29	B8	35	95	4.22	0.4	1.104	1.08	3.1	bioreactor content	0.1	summer	AGS	200	6.28E+06	1.49E+08	15	5.30E+05	89	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874261	SAMEA3376119	ERX953864	1902.38	4	1	ERR874261	ERS717881	qiime_ppdid_189:1902.38	38	7.12	0.11	936	8/26/11	2.85	0.96	927	NaNO3	20	916	8/11/11	38.6	8/12/11	8/12/11 0:00	12	224	Bioreactor sample taken from panel B8 in system AGS	2.35E+04	1.45E+08	3	B9	1	38	8	3	1407	0.12	0.34	29	B9	35	94	5.63	0.3	1.104	1.09	3.1	bioreactor content	0.1	summer	AGS	200	8.70E+06	1.55E+08	15	4.39E+05	71	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874262	SAMEA3376120	ERX953865	1902.39	3	1	ERR874262	ERS717882	qiime_ppdid_189:1902.39	39	7.12	0.11	936	8/26/11	2.85	0.96	927	NaNO3	20	916	8/11/11	38.6	8/12/11	8/12/11 0:00	12	224	Bioreactor sample taken from panel B9 in system AGS	2.37E+04	1.55E+08	3	B10	1	39	8	3	1176	0.12	0.35	29	B10	35	95	4.7	0.5	1.104	1.26	3.6	bioreactor content	0.1	summer	AGS	200	7.69E+06	1.63E+08	15	8.57E+05	131	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874263	SAMEA3376121	ERX953866	1902.4	4	2	ERR874263	ERS717883	qiime_ppdid_189:1902.40	40	6.69	0.11	937	8/30/11	2.75	0.98	928	NaNO3	20	921	8/15/11	-	8/19/11	8/19/11 0:00	19	231	Bioreactor sample taken from panel B10 in system AGS	2.33E+04	2.77E+08	1	B9	4	40	8	3	1413	0.13	0.36	33	A1	33	93	5.65	0.9	1.104	1.6	4.6	bioreactor content	0.3	summer	AGS	200	1.67E+07	2.96E+08	15	2.70E+06	228	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874264	SAMEA3376122	ERX953867	1902.41	4	2	ERR874264	ERS717884	qiime_ppdid_189:1902.41	41	6.69	0.11	937	8/30/11	2.75	0.98	928	NaNO3	20	921	8/15/11	-	8/19/11	8/19/11 0:00	19	231	Bioreactor sample taken from panel A1 in system AGS	2.37E+04	2.56E+08	1	B10	4	41	8	3	1185	0.1	0.27	33	A2	33	95	4.74	0.5	1.104	1.46	4.2	bioreactor content	0.3	summer	AGS	200	1.28E+07	2.70E+08	15	1.24E+06	115	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874265	SAMEA3376123	ERX953868	1902.42	3	1	ERR874265	ERS717885	qiime_ppdid_189:1902.42	42	6.69	0.11	937	8/30/11	2.75	0.98	928	NaNO3	20	921	8/15/11	-	8/19/11	8/19/11 0:00	19	231	Bioreactor sample taken from panel A2 in system AGS	2.31E+04	2.06E+08	1	B11	4	42	8	3	1855	0.05	0.16	33	A5	33	92	7.42	0.3	1.104	1.43	4.1	bioreactor content	0.3	summer	AGS	200	1.66E+07	2.24E+08	15	6.98E+05	78	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874266	SAMEA3376124	ERX953869	1902.43	4	2	ERR874266	ERS717886	qiime_ppdid_189:1902.43	43	6.69	0.11	937	8/30/11	2.75	0.98	928	NaNO3	20	921	8/15/11	-	8/19/11	8/19/11 0:00	19	231	Bioreactor sample taken from panel A5 in system AGS	2.31E+04	1.98E+08	1	B12	4	43	8	3	1812	0.06	0.16	33	A7	33	93	7.25	0.1	1.104	1.22	3.5	bioreactor content	0.3	summer	AGS	200	1.55E+07	2.14E+08	15	2.66E+05	31	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874267	SAMEA3376125	ERX953870	1902.44	4	2	ERR874267	ERS717887	qiime_ppdid_189:1902.44	44	6.69	0.11	937	8/30/11	2.75	0.98	928	NaNO3	20	921	8/15/11	-	8/19/11	8/19/11 0:00	19	231	Bioreactor sample taken from panel A7 in system AGS	2.34E+04	2.47E+08	1	C1	4	44	8	3	1419	0.14	0.4	33	A8	33	94	5.68	0.7	1.104	1.57	4.5	bioreactor content	0.3	summer	AGS	200	1.50E+07	2.64E+08	15	1.78E+06	169	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874268	SAMEA3376126	ERX953871	1902.45	4	2	ERR874268	ERS717888	qiime_ppdid_189:1902.45	45	7.12	0.11	936	8/26/11	2.85	0.96	927	NaNO3	20	916	8/11/11	38.6	8/19/11	8/19/11 0:00	19	231	Bioreactor sample taken from panel A8 in system AGS	2.39E+04	3.23E+08	1	C2	8	45	8	3	1089	0.11	0.31	29	B2	35	96	4.36	0.1	1.104	1.83	5.2	bioreactor content	0.5	summer	AGS	200	1.47E+07	3.38E+08	15	2.30E+05	17	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874269	SAMEA3376127	ERX953872	1902.46	5	2	ERR874269	ERS717889	qiime_ppdid_189:1902.46	46	7.12	0.11	936	8/26/11	2.85	0.96	927	NaNO3	20	916	8/11/11	38.6	8/19/11	8/19/11 0:00	19	231	Bioreactor sample taken from panel B2 in system AGS	2.38E+04	3.19E+08	1	C3	8	46	8	3	1230	0.08	0.24	29	B5	35	95	4.92	0	1.104	1.9	5.4	bioreactor content	0.5	summer	AGS	200	1.65E+07	3.36E+08	15	8.06E+04	6	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874270	SAMEA3376128	ERX953873	1902.47	4	2	ERR874270	ERS717890	qiime_ppdid_189:1902.47	47	7.12	0.11	936	8/26/11	2.85	0.96	927	NaNO3	20	916	8/11/11	38.6	8/19/11	8/19/11 0:00	19	231	Bioreactor sample taken from panel B5 in system AGS	2.38E+04	3.50E+08	1	C4	8	47	8	3	1088	0.11	0.32	29	B8	35	95	4.35	0.3	1.104	2.02	5.8	bioreactor content	0.5	summer	AGS	200	1.60E+07	3.67E+08	15	1.25E+06	85	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874271	SAMEA3376129	ERX953874	1902.48	4	2	ERR874271	ERS717891	qiime_ppdid_189:1902.48	48	7.12	0.11	936	8/26/11	2.85	0.96	927	NaNO3	20	916	8/11/11	38.6	8/19/11	8/19/11 0:00	19	231	Bioreactor sample taken from panel B8 in system AGS	2.35E+04	3.57E+08	1	C5	8	48	8	3	1359	0.12	0.34	29	B9	35	94	5.44	0.6	1.104	2.17	6.2	bioreactor content	0.5	summer	AGS	200	2.07E+07	3.80E+08	15	2.13E+06	140	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874272	SAMEA3376130	ERX953875	1902.49	4	1	ERR874272	ERS717892	qiime_ppdid_189:1902.49	49	7.12	0.11	936	8/26/11	2.85	0.96	927	NaNO3	20	916	8/11/11	38.6	8/19/11	8/19/11 0:00	19	231	Bioreactor sample taken from panel B9 in system AGS	2.37E+04	3.46E+08	1	C6	8	49	8	3	1265	0.12	0.35	29	B10	35	95	5.06	0.3	1.104	2.22	6.4	bioreactor content	0.5	summer	AGS	200	1.85E+07	3.65E+08	15	9.79E+05	67	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874273	SAMEA3376131	ERX953876	1902.5	4	2	ERR874273	ERS717893	qiime_ppdid_189:1902.50	50	6.26	0.1	947	9/15/11	2.84	1.04	937	NaNO3	20	928	8/30/11	31.4	9/9/11	9/9/11 0:00	9	252	Bioreactor sample taken from panel B10 in system AGS	2.26E+04	2.98E+08	1	C7	10	50	9	3	1971	0.09	0.25	49	A3	30	90	7.88	1.7	1.104	2.48	7.1	bioreactor content	0.6	summer	AGS	200	2.60E+07	3.30E+08	16	5.47E+06	414	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874274	SAMEA3376132	ERX953877	1902.51	5	2	ERR874274	ERS717894	qiime_ppdid_189:1902.51	51	6.26	0.1	947	9/15/11	2.84	1.04	937	NaNO3	20	928	8/30/11	31.4	9/9/11	9/9/11 0:00	9	252	Bioreactor sample taken from panel A3 in system AGS	2.25E+04	2.71E+08	1	C8	10	51	9	3	2107	0.08	0.22	49	A4	30	90	8.43	1.5	1.104	2.12	6	bioreactor content	0.6	summer	AGS	200	2.54E+07	3.01E+08	16	4.56E+06	379	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874275	SAMEA3376133	ERX953878	1902.52	4	2	ERR874275	ERS717895	qiime_ppdid_189:1902.52	52	6.26	0.1	947	9/15/11	2.84	1.04	937	NaNO3	20	928	8/30/11	31.4	9/9/11	9/9/11 0:00	9	252	Bioreactor sample taken from panel A4 in system AGS	2.15E+04	2.48E+08	1	C9	10	52	9	3	3479	0.02	0.05	49	A5	30	86	13.92	0.1	1.104	1.6	4.6	bioreactor content	0.6	summer	AGS	200	4.03E+07	2.89E+08	16	2.08E+05	18	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
