#SampleID	AvgSpotLen_l	BioSample_s	Experiment_s	Library_Name_s	region	LoadDate_s	MBases_l	MBytes_l	ReleaseDate_s	Run_s	SRA_Sample_s	Sample_Name_s	collection_date_s	isolation_source_s	lat_lon_s	misc_param_s	Assay_Type_s	BioProject_s	BioSampleModel_s	Consent_s	InsertSize_l	Instrument_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Organism_s	Platform_s	SRA_Study_s	geo_loc_name_s	host_s
SRR5380773	250	SAMN06566374	SRX2675998	BCL2.20	BC	3/27/17	0	0	3/27/17	SRR5380773	SRS2074281	BCL2.20	29-May-14	Leaf	49 N 122.8 W	ZenSite:BC	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380774	250	SAMN06566372	SRX2675999	BCL2.1	BC	3/27/17	0	0	3/27/17	SRR5380774	SRS2074282	BCL2.1	29-May-14	Leaf	49 N 122.8 W	ZenSite:BC	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382556	250	SAMN06566456	SRX2677695	QUL2.20	QU	3/28/17	1	1	3/28/17	SRR5382556	SRS2073900	QUL2.20	2014-06-13T09:00:00	Leaf	49.08696 N 68.32041 W	ZenSite:QU	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382558	250	SAMN06566442	SRX2677697	QUL1.1	QU	3/28/17	1	0	3/28/17	SRR5382558	SRS2073903	QUL1.1	2014-06-12T08:45:00	Leaf	49.11237 N 68.17593 W	ZenSite:QU	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382559	250	SAMN06566712	SRX2677698	POW2.20	PO	3/28/17	4	2	3/28/17	SRR5382559	SRS2073905	POW2.20	missing	Water	37.027333 N 7.810105 W	ZenSite:PO	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382560	250	SAMN06566707	SRX2677699	POS2.1	PO	3/28/17	0	0	3/28/17	SRR5382560	SRS2073912	POS2.1	missing	Sediment	37.027333 N 7.810105 W	ZenSite:PO	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382561	250	SAMN06566892	SRX2677700	NOPNA.JSR1.6	NO	3/28/17	0	0	3/28/17	SRR5382561	SRS2073963	NOPNA.JSR1.6	missing	Roots	34.297834 N 132.91631 E	ZenSite:JS	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382562	250	SAMN06566501	SRX2677701	NCL2.6	NC	3/28/17	12	7	3/28/17	SRR5382562	SRS2073986	NCL2.6	2014-05-24T11:40:00	Leaf	34.670544 N 76.574561 W	ZenSite:NC	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382563	250	SAMN06566502	SRX2677702	NCL2.20	NC	3/28/17	7	4	3/28/17	SRR5382563	SRS2073988	NCL2.20	2014-05-24T11:40:00	Leaf	34.670544 N 76.574561 W	ZenSite:NC	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382564	250	SAMN06566490	SRX2677703	NCL1.20	NC	3/28/17	3	2	3/28/17	SRR5382564	SRS2073990	NCL1.20	2014-05-24T11:40:00	Leaf	34.692458 N 76.622589 W	ZenSite:NC	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382565	250	SAMN06566488	SRX2677704	NCL1.1	NC	3/28/17	22	14	3/28/17	SRR5382565	SRS2073991	NCL1.1	2014-05-24T11:40:00	Leaf	34.692458 N 76.622589 W	ZenSite:NC	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382566	250	SAMN06566735	SRX2677705	MXW2.6	MX	3/28/17	11	6	3/28/17	SRR5382566	SRS2073992	MXW2.6	2014-07-15T08:00:00	Water	31.7584722 N 116.6227778 W	ZenSite:MX	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382567	250	SAMN06566736	SRX2677706	MXW2.20	MX	3/28/17	9	5	3/28/17	SRR5382567	SRS2073994	MXW2.20	2014-07-15T08:00:00	Water	31.7584722 N 116.6227778 W	ZenSite:MX	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382568	250	SAMN06566734	SRX2677707	MXW2.1	MX	3/28/17	8	5	3/28/17	SRR5382568	SRS2073993	MXW2.1	2014-07-15T08:00:00	Water	31.7584722 N 116.6227778 W	ZenSite:MX	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382569	250	SAMN06566723	SRX2677708	MXW1.6	MX	3/28/17	3	1	3/28/17	SRR5382569	SRS2073995	MXW1.6	2014-06-15T03:20:00	Water	30.419675 N 115.9641889 W	ZenSite:MX	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382570	250	SAMN06566722	SRX2677709	MXW1.1	MX	3/28/17	8	5	3/28/17	SRR5382570	SRS2073997	MXW1.1	2014-06-15T03:20:00	water	30.419675 N 115.9641889 W	ZenSite:MX	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382571	250	SAMN06566721	SRX2677710	MXS1.20	MX	3/28/17	605	358	3/28/17	SRR5382571	SRS2074001	MXS1.20	2014-06-15T03:20:00	Sediment	30.419675 N 115.9641889 W	ZenSite:MX	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382572	250	SAMN06566718	SRX2677711	MXR1.20	MX	3/28/17	1	0	3/28/17	SRR5382572	SRS2074007	MXR1.20	2014-06-15T03:20:00	Roots	30.419675 N 115.9641889 W	ZenSite:MX	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382573	250	SAMN06566725	SRX2677712	MXL2.1	MX	3/28/17	4	2	3/28/17	SRR5382573	SRS2074012	MXL2.1	2014-07-15T08:00:00	Leaf	31.7584722 N 116.6227778 W	ZenSite:MX	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382574	250	SAMN06566714	SRX2677713	MXL1.6	MX	3/28/17	75	39	3/28/17	SRR5382574	SRS2074013	MXL1.6	2014-06-15T03:20:00	Leaf	30.419675 N 115.9641889 W	ZenSite:MX	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382575	250	SAMN06566878	SRX2677714	MAW2.6	MA	3/28/17	1	1	3/28/17	SRR5382575	SRS2074016	MAW2.6	2014-06-18T08:00:00	Water	42.59697 N 70.6556 W	ZenSite:MA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382576	250	SAMN06566879	SRX2677715	MAW2.20	MA	3/28/17	3	2	3/28/17	SRR5382576	SRS2074017	MAW2.20	2014-06-18T08:00:00	Water	42.59697 N 70.6556 W	ZenSite:MA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382577	250	SAMN06566877	SRX2677716	MAW2.1	MA	3/28/17	0	0	3/28/17	SRR5382577	SRS2074018	MAW2.1	2014-06-18T08:00:00	Water	42.59697 N 70.6556 W	ZenSite:MA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382578	250	SAMN06566866	SRX2677717	MAW1.6	MA	3/28/17	7	4	3/28/17	SRR5382578	SRS2074019	MAW1.6	2014-06-15T07:35:00	Water	42.42014 N 70.91544 W	ZenSite:MA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382579	250	SAMN06566858	SRX2677718	MAL1.20	MA	3/28/17	33	19	3/28/17	SRR5382579	SRS2074038	MAL1.20	2014-06-15T07:35:00	Leaf	42.42014 N 70.91544 W	ZenSite:MA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382580	250	SAMN06566856	SRX2677719	MAL1.1	MA	3/28/17	8	4	3/28/17	SRR5382580	SRS2074039	MAL1.1	2014-06-15T07:35:00	Leaf	42.42014 N 70.91544 W	ZenSite:MA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382581	250	SAMN06566415	SRX2677720	LIW2.6	LI	3/28/17	3	2	3/28/17	SRR5382581	SRS2074040	LIW2.6	2014-06-10T09:45:00	Water	40.83158 N 72.54082 W	ZenSite:LI	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382582	250	SAMN06566416	SRX2677721	LIW2.20	LI	3/28/17	0	0	3/28/17	SRR5382582	SRS2074041	LIW2.20	2014-06-10T09:45:00	Water	40.83158 N 72.54082 W	ZenSite:LI	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382583	250	SAMN06566414	SRX2677722	LIW2.1	LI	3/28/17	176	106	3/28/17	SRR5382583	SRS2074042	LIW2.1	2014-06-10T09:45:00	Water	40.83158 N 72.54082 W	ZenSite:LI	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382584	250	SAMN06566404	SRX2677723	LIW1.20	LI	3/28/17	0	0	3/28/17	SRR5382584	SRS2074044	LIW1.20	2014-06-03T09:45:00	Water	40.85762 N 72.45119 W	ZenSite:LI	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382585	250	SAMN06566406	SRX2677724	LIS2.6	LI	3/28/17	10	6	3/28/17	SRR5382585	SRS2074046	LIS2.6	2014-06-10T09:45:00	Sediment	40.83158 N 72.54082 W	ZenSite:LI	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382586	250	SAMN06566407	SRX2677725	LIS2.20	LI	3/28/17	16	10	3/28/17	SRR5382586	SRS2074047	LIS2.20	2014-06-10T09:45:00	Sediment	40.83158 N 72.54082 W	ZenSite:LI	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382587	250	SAMN06566408	SRX2677726	LIR2.1	LI	3/28/17	0	0	3/28/17	SRR5382587	SRS2074053	LIR2.1	2014-06-10T09:45:00	Roots	40.83158 N 72.54082 W	ZenSite:LI	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382588	250	SAMN06566441	SRX2677727	K.C.UknLot	K.	3/28/17	324	196	3/28/17	SRR5382588	SRS2074087	K.C.UknLot	missing	missing	missing	ZenSite:missing	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382589	250	SAMN06566807	SRX2677728	K.C.PS14J9	K.	3/28/17	3	2	3/28/17	SRR5382589	SRS2074088	K.C.PS14J9	8/7/14	missing	missing	ZenSite:missing	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382590	250	SAMN06566392	SRX2677729	K.C.PS14F26	K.	3/28/17	33	19	3/28/17	SRR5382590	SRS2074090	K.C.PS14F26	missing	missing	missing	ZenSite:missing	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382591	250	SAMN06566855	SRX2677730	JSW2.20	JS	3/28/17	3	2	3/28/17	SRR5382591	SRS2074093	JSW2.20	missing	Water	34.274018 N 132.26617 E	ZenSite:JS	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382592	250	SAMN06566850	SRX2677731	JSS2.1	JS	3/28/17	1	0	3/28/17	SRR5382592	SRS2074099	JSS2.1	missing	Sediment	34.274018 N 132.26617 E	ZenSite:JS	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382593	250	SAMN06566847	SRX2677732	JSR2.1	JS	3/28/17	1357	768	3/28/17	SRR5382593	SRS2074104	JSR2.1	missing	Roots	34.274018 N 132.26617 E	ZenSite:JS	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382594	250	SAMN06566836	SRX2677733	JSR1.6	JS	3/28/17	1	0	3/28/17	SRR5382594	SRS2074107	JSR1.6	missing	Roots	34.297834 N 132.91631 E	ZenSite:JS	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382595	250	SAMN06566845	SRX2677734	JSL2.6	JS	3/28/17	3	2	3/28/17	SRR5382595	SRS2074109	JSL2.6	missing	Leaf	34.274018 N 132.26617 E	ZenSite:JS	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382596	250	SAMN06566846	SRX2677735	JSL2.20	JS	3/28/17	0	0	3/28/17	SRR5382596	SRS2074110	JSL2.20	missing	Leaf	34.274018 N 132.26617 E	ZenSite:JS	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382597	250	SAMN06566831	SRX2677736	JNW2.20	JN	3/28/17	1	1	3/28/17	SRR5382597	SRS2074116	JNW2.20	2014-07-29T10:35:00	Water	43.052222 N 144.842699 E	ZenSite:JN	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382598	250	SAMN06566818	SRX2677737	JNW1.6	JN	3/28/17	2	1	3/28/17	SRR5382598	SRS2074118	JNW1.6	2014-07-22T11:00:00	Water	43.021167 N 144.903217 E	ZenSite:JN	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382599	250	SAMN06566822	SRX2677738	JNL2.20	JN	3/28/17	18	10	3/28/17	SRR5382599	SRS2074168	JNL2.20	2014-07-29T10:35:00	Leaf	43.052222 N 144.842699 E	ZenSite:JN	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382600	250	SAMN06566557	SRX2677739	IRW2.6	IR	3/28/17	1	1	3/28/17	SRR5382600	SRS2074176	IRW2.6	2014-07-02T17:34:00	Water	54.2225 N 7.701944 W	ZenSite:IR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382601	250	SAMN06566546	SRX2677740	IRW1.20	IR	3/28/17	0	0	3/28/17	SRR5382601	SRS2074180	IRW1.20	2014-06-17T11:31:00	Water	54.531944 N 5.569167 W	ZenSite:IR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382602	250	SAMN06566544	SRX2677741	IRW1.1	IR	3/28/17	2	1	3/28/17	SRR5382602	SRS2074181	IRW1.1	2014-06-17T11:31:00	Water	54.531944 N 5.569167 W	ZenSite:IR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382603	250	SAMN06566535	SRX2677742	IRL1.1	IR	3/28/17	1	0	3/28/17	SRR5382603	SRS2074199	IRL1.1	2014-06-17T11:31:00	Leaf	54.531944 N 5.569167 W	ZenSite:IR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382604	250	SAMN06566639	SRX2677743	FRW2.6	FR	3/28/17	0	0	3/28/17	SRR5382604	SRS2074203	FRW2.6	2014-06-25T11:00:00	Water	43.082895 N 2.973231 E	ZenSite:FR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382605	250	SAMN06566628	SRX2677744	FRW1.20	FR	3/28/17	0	0	3/28/17	SRR5382605	SRS2074207	FRW1.20	2014-06-18T10:00:00	Water	43.446971 N 3.661503 E	ZenSite:FR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382606	250	SAMN06566635	SRX2677745	FRS2.1	FR	3/28/17	0	0	3/28/17	SRR5382606	SRS2074211	FRS2.1	2014-06-25T11:00:00	Sediment	43.082895 N 2.973231 E	ZenSite:FR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382607	250	SAMN06566625	SRX2677746	FRS1.20	FR	3/28/17	0	0	3/28/17	SRR5382607	SRS2074213	FRS1.20	2014-06-18T10:00:00	Sediment	43.446971 N 3.661503 E	ZenSite:FR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382608	250	SAMN06566633	SRX2677747	FRR2.6	FR	3/28/17	326	184	3/28/17	SRR5382608	SRS2074215	FRR2.6	2014-06-25T11:00:00	Roots	43.082895 N 2.973231 E	ZenSite:FR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382609	250	SAMN06566632	SRX2677748	FRR2.1	FR	3/28/17	7	4	3/28/17	SRR5382609	SRS2074217	FRR2.1	2014-06-25T11:00:00	Roots	43.082895 N 2.973231 E	ZenSite:FR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382610	250	SAMN06566622	SRX2677749	FRR1.20	FR	3/28/17	0	0	3/28/17	SRR5382610	SRS2074219	FRR1.20	2014-06-18T10:00:00	Roots	43.446971 N 3.661503 E	ZenSite:FR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382611	250	SAMN06566630	SRX2677750	FRL2.6	FR	3/28/17	7	4	3/28/17	SRR5382611	SRS2074221	FRL2.6	2014-06-25T11:00:00	Leaf	43.082895 N 2.973231 E	ZenSite:FR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382612	250	SAMN06566880	SRX2677751	FIL2.1	FI	3/28/17	2	1	3/28/17	SRR5382612	SRS2074238	FIL2.1	29-Aug-14	Leaf	59.92025 N 21.7961833333333 E	ZenSite:FI	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382613	250	SAMN06566439	SRX2677752	ESW2.6	ES	3/28/17	1	1	3/28/17	SRR5382613	SRS2074239	ESW2.6	2014-06-24T11:00:00	Water	37.31855 N 75.789076 W	ZenSite:ES	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382614	250	SAMN06566418	SRX2677753	ESL1.6	ES	3/28/17	59	36	3/28/17	SRR5382614	SRS2074261	ESL1.6	2014-06-24T11:00:00	Leaf	37.265686 N 75.812668 W	ZenSite:ES	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382615	250	SAMN06566390	SRX2677754	BCW2.6	BC	3/28/17	31	17	3/28/17	SRR5382615	SRS2074263	BCW2.6	29-May-14	Water	49 N 122.8 W	ZenSite:BC	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380178	250	SAMN06566486	SRX2675408	VAW2.6	VA	3/27/17	5	2	3/27/17	SRR5380178	SRS2074508	VAW2.6	missing	Water	37.2543093 N 76.4374474 W	ZenSite:VA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380179	250	SAMN06566487	SRX2675409	VAW2.20	VA	3/27/17	9	5	3/27/17	SRR5380179	SRS2074509	VAW2.20	missing	Water	37.2543093 N 76.4374474 W	ZenSite:VA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380180	250	SAMN06566485	SRX2675410	VAW2.1	VA	3/27/17	6	3	3/27/17	SRR5380180	SRS2074510	VAW2.1	missing	Water	37.2543093 N 76.4374474 W	ZenSite:VA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380181	250	SAMN06566475	SRX2675411	VAW1.6	VA	3/27/17	13	5	3/27/17	SRR5380181	SRS2074511	VAW1.6	missing	Water	37.2204206 N 76.4013352 W	ZenSite:VA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380182	250	SAMN06566476	SRX2675412	VAW1.20	VA	3/27/17	5	2	3/27/17	SRR5380182	SRS2074512	VAW1.20	missing	Water	37.2204206 N 76.4013352 W	ZenSite:VA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380183	250	SAMN06566474	SRX2675413	VAW1.1	VA	3/27/17	4	1	3/27/17	SRR5380183	SRS2074513	VAW1.1	missing	Water	37.2204206 N 76.4013352 W	ZenSite:VA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380184	250	SAMN06566483	SRX2675414	VAS2.6	VA	3/27/17	8	4	3/27/17	SRR5380184	SRS2074515	VAS2.6	missing	Sediment	37.2543093 N 76.4374474 W	ZenSite:VA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380185	250	SAMN06566484	SRX2675415	VAS2.20	VA	3/27/17	8	3	3/27/17	SRR5380185	SRS2074514	VAS2.20	missing	Sediment	37.2543093 N 76.4374474 W	ZenSite:VA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
